breed,Q121,Q125,Q127,Q124,Q54,Q123,Q60,Q17,frac_of_breed,img
mixed breed,any,any,negative,negative,negative,any,any,negative,0.022858279,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,negative,negative,any,any,positive,0.000596303,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,negative,negative,any,negative,any,0.02186444,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,negative,negative,any,negative,negative,0.008149473,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,negative,negative,any,positive,any,0.01013715,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,negative,negative,any,positive,negative,0.003577818,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,negative,negative,any,positive,positive,0.000198768,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,negative,negative,negative,any,any,0.008348241,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,negative,negative,negative,any,negative,0.003577818,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,negative,negative,negative,negative,any,0.003577818,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,negative,negative,negative,negative,negative,0.000795071,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,negative,negative,negative,positive,any,0.000993838,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,negative,negative,negative,positive,negative,0.000397535,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,negative,negative,positive,any,any,0.025641026,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,negative,negative,positive,any,negative,0.009143311,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,negative,negative,positive,any,positive,0.000198768,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,negative,negative,positive,negative,any,0.009342079,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,negative,negative,positive,negative,negative,0.00337905,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,negative,negative,positive,positive,any,0.006360565,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,negative,negative,positive,positive,negative,0.002186444,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,negative,positive,any,any,any,0.012323594,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,negative,positive,any,any,negative,0.005764262,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,negative,positive,any,any,positive,0.000596303,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,negative,positive,any,negative,any,0.005565494,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,negative,positive,any,negative,negative,0.002782747,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,negative,positive,any,negative,positive,0.000397535,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,negative,positive,any,positive,any,0.001590141,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,negative,positive,any,positive,negative,0.000795071,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,negative,positive,negative,any,any,0.001788909,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,negative,positive,negative,any,negative,0.001391373,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,negative,positive,negative,negative,any,0.000596303,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,negative,positive,negative,negative,negative,0.000596303,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,negative,positive,negative,positive,any,0.000198768,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,negative,positive,negative,positive,negative,0.000198768,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,negative,positive,positive,any,any,0.005764262,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,negative,positive,positive,any,negative,0.002186444,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,negative,positive,positive,any,positive,0.000596303,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,negative,positive,positive,negative,any,0.002782747,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,negative,positive,positive,negative,negative,0.001192606,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,negative,positive,positive,negative,positive,0.000397535,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,negative,positive,positive,positive,any,0.000795071,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,negative,positive,positive,positive,negative,0.000397535,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,positive,any,any,any,any,0.016895249,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,positive,any,any,any,negative,0.007751938,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,positive,any,any,negative,any,0.006360565,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,positive,any,any,negative,negative,0.002981515,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,positive,any,any,positive,any,0.003776585,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,positive,any,any,positive,negative,0.001987676,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,positive,any,negative,any,any,0.002186444,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,positive,any,negative,any,negative,0.000397535,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,positive,any,negative,negative,any,0.001391373,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,positive,any,negative,negative,negative,0.000397535,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,positive,any,negative,positive,any,0.000397535,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,positive,any,positive,any,any,0.006956867,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,positive,any,positive,any,negative,0.00337905,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,positive,any,positive,negative,any,0.002186444,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,positive,any,positive,negative,negative,0.000993838,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,positive,any,positive,positive,any,0.002186444,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,positive,any,positive,positive,negative,0.001192606,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,positive,negative,any,any,any,0.008149473,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,positive,negative,any,any,negative,0.00417412,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,positive,negative,any,negative,any,0.003577818,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,positive,negative,any,negative,negative,0.001987676,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,positive,negative,any,positive,any,0.001192606,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,positive,negative,any,positive,negative,0.000795071,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,positive,negative,negative,any,any,0.000795071,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,positive,negative,negative,any,negative,0.000198768,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,positive,negative,negative,negative,any,0.000397535,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,positive,negative,negative,negative,negative,0.000198768,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,positive,negative,negative,positive,any,0.000198768,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,positive,negative,positive,any,any,0.002782747,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,positive,negative,positive,any,negative,0.001192606,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,positive,negative,positive,negative,any,0.001192606,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,positive,negative,positive,negative,negative,0.000397535,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,positive,negative,positive,positive,any,0.000397535,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,positive,negative,positive,positive,negative,0.000198768,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,positive,positive,any,any,any,0.000397535,./img/breeds/mixed_breed.png
mixed breed,any,any,negative,positive,positive,any,positive,any,0.000198768,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,any,any,any,any,any,0.01431127,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,any,any,any,any,negative,0.004770423,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,any,any,any,negative,any,0.005366726,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,any,any,any,negative,negative,0.001391373,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,any,any,any,positive,any,0.002385212,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,any,any,any,positive,negative,0.000795071,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,any,any,negative,any,any,0.002782747,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,any,any,negative,any,negative,0.001590141,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,any,any,negative,negative,any,0.000993838,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,any,any,negative,negative,negative,0.000397535,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,any,any,negative,positive,any,0.000397535,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,any,any,negative,positive,negative,0.000198768,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,any,any,positive,any,any,0.004571656,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,any,any,positive,any,negative,0.000795071,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,any,any,positive,negative,any,0.001391373,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,any,any,positive,positive,any,0.000596303,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,any,any,positive,positive,negative,0.000198768,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,any,negative,any,any,any,0.00755317,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,any,negative,any,any,negative,0.002981515,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,any,negative,any,negative,any,0.002583979,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,any,negative,any,negative,negative,0.000596303,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,any,negative,any,positive,any,0.000993838,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,any,negative,any,positive,negative,0.000596303,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,any,negative,negative,any,any,0.001192606,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,any,negative,negative,any,negative,0.000795071,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,any,negative,negative,negative,any,0.000596303,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,any,negative,negative,negative,negative,0.000397535,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,any,negative,negative,positive,any,0.000198768,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,any,negative,positive,any,any,0.002385212,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,any,negative,positive,any,negative,0.000596303,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,any,negative,positive,negative,any,0.000596303,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,any,negative,positive,positive,any,0.000198768,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,any,negative,positive,positive,negative,0.000198768,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,any,positive,any,any,any,0.001192606,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,any,positive,any,any,negative,0.000198768,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,any,positive,any,negative,any,0.000993838,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,any,positive,any,negative,negative,0.000198768,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,any,positive,negative,any,any,0.000198768,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,any,positive,positive,any,any,0.000397535,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,any,positive,positive,negative,any,0.000397535,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,negative,any,any,any,any,0.004372888,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,negative,any,any,any,negative,0.001987676,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,negative,any,any,negative,any,0.002186444,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,negative,any,any,negative,negative,0.000596303,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,negative,any,any,positive,any,0.000397535,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,negative,any,any,positive,negative,0.000198768,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,negative,any,negative,any,any,0.000993838,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,negative,any,negative,any,negative,0.000596303,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,negative,any,negative,negative,any,0.000596303,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,negative,any,negative,negative,negative,0.000198768,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,negative,any,positive,any,any,0.001192606,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,negative,any,positive,any,negative,0.000596303,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,negative,any,positive,negative,any,0.000198768,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,negative,any,positive,positive,any,0.000198768,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,negative,any,positive,positive,negative,0.000198768,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,negative,negative,any,any,any,0.002385212,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,negative,negative,any,any,negative,0.001192606,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,negative,negative,any,negative,any,0.000993838,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,negative,negative,any,negative,negative,0.000397535,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,negative,negative,any,positive,any,0.000198768,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,negative,negative,any,positive,negative,0.000198768,./img/breeds/mixed_breed.png
mixed breed,any,any,positive,negative,negative,negative,any,any,0.000198768,./img/breeds/mixed_breed.png
